id,username,text,keywords,date,location
1250996792671514625,AParcelas,"A 6 meses del estallido social, la pandemia no hace más que comprobar la validez de nuestras demandas!Desde hoy hasta el 18 de abril, entre las 18 y 21 hs, la foto de tu pancarta con demandas sociales  #ExigimosDignidad
#asambleasterritoriales
#chiledesperto
#renunciapiñera https://t.co/d5ng54pVi3",['#RenunciaPiñera'],2020-04-17 03:57:32,"Maipú, Chile"
1248985322517606400,cesarsaez_,"Ahora se entiende por qué demoraron tanto en transparentar con el @ColMedSantiago..., o sólo por la economía se comunican con China? Esperaron a que esta #PandemiaMundial afectara a la clase más humilde,... sigues matando gente #PIÑERAASESINO #RENUNCIAPIÑERA #RENUNCIAMAÑALICH!!!",['#RenunciaPiñera'],2020-04-11 14:44:40,Stgo.
1251735500647469058,alejofloyd,"Ahí está la trampa de @sebastianpinera él creía que no lo iban a pillar, si es muy weón #RenunciaPiñera https://t.co/6GDI34VZnF",['#RenunciaPiñera'],2020-04-19 04:52:54,Puerto Varas Chile
1249857835128754176,El_Ciudadano,"NADIE podría asegurar alimentos, medicamentos y servicios básicos para Chile en #CuarentenaTotal. NADIE. Ni siquiera el presidente. 🤦‍♀️🤦‍♂️ #RenunciaPiñera #FueraPiñera #SueltenLosInsumosYA #FueraMañalich #Coronavirus #Covid19 https://t.co/gkkaxYwuTn",['#RenunciaPiñera'],2020-04-14 00:31:43,Santiago de Chile
1249151986773233665,cortesj004,"@rcontrerasg0420 @sofireyes88 @Tati_Reloaded @yazcarina @LilianadeMaggi @mopititita @perritigatiti @chiquirrub @EnCamino13 @oscarcecilio @nosalirdcasaxti @Oq0h9x2vTVU2kGG #renunciapiñera, y la ctm, asesino haz indultado a tus colegas, ladrones, torturadores, violadores. El tiempo se encargará de ti y tus cómplices. La justicia llegará y tal vez les hagas compañía en punta peuco, o mejor en una cárcel común, que sería lo ideal, hdp y la %&amp;#!£""&amp;*€.",['#RenunciaPiñera'],2020-04-12 01:46:56,
1246493852464185346,migueltorrescl1,"@jsgumucio @izkia @colmedchile El insecto de piñera interviniendo la pre campaña de una institución ajena a los gobiernos, infectando todo lo que toca #renunciapiñera",['#RenunciaPiñera'],2020-04-04 17:44:27,"Concepción, Chile"
1246239429523578880,CristbalSeplve5,"mire @sebastianpinera si se enferma por andar incumpliendo la cuarentena después tiene que dimitir pue, por su salud digo yo y de pasadita dimite todo su ministerio
#RenunciaPiñera #plazaladignidad #renunciamañalich",['#RenunciaPiñera'],2020-04-04 00:53:28,
1251676905134272513,AsambleasMil,@sebastianpinera @jmanalich SON UNA VERGÜENZA #cuentaregresiva #HabraConsecuencias #ParoNacional #RenunciaPiñera https://t.co/Rk2d9Ab0eV,['#RenunciaPiñera'],2020-04-19 01:00:03,Chile
1251697647058128898,FernandoLealA,"Piñera es como la Selección Chilena, logró que todos nos uniéramos, todos en contra de él! #RenunciaPiñera",['#RenunciaPiñera'],2020-04-19 02:22:29,
1252109888576196612,chrisblueeeee,"el final de un discurso de #RenunciaPiñera, se describe muy bien en su video del teletrabajo, cuando dice: aplaudan, y unx como ohhh...la wea mala y es malísima esa sensación de vergüenza ajena de ‘pero hueón 🤦🏻‍♂️",['#RenunciaPiñera'],2020-04-20 05:40:35,
1249696441322348544,andresmarchant9,#DestitucionSharp PARTAMOS POR #RENUNCIAPIÑERA fachos qlos,['#RenunciaPiñera'],2020-04-13 13:50:24,
1245407640362123265,JSS90ING,"@CNNChile Pura mierda. Aplazaron el aumento del alza de precios. Váyanse a la concha de su madre. 

#renunciamañalich 
#renunciapiñera 
#LibertadAPresxs 
#NosMatanPorSerPobres 
#Ecuador",['#RenunciaPiñera'],2020-04-01 17:48:14,
1246477819640676353,LaChikRocio,"Muy raro que busques Piñera en Twitter y no te aparezcan resultados de fotos ni vídeos.
#PlazaDeLaDignidad #FueraPiñera #RenunciaPiñera https://t.co/FlpyeUvQmn",['#RenunciaPiñera'],2020-04-04 16:40:45,Santiago
1249546224841129985,Clown_Len,"@sebastianpinera Hola, solo te vengo a decir que los Chilenos te odian. Que quemaremos todo cuando se acabe la pandemía, incluyendo a @Carabdechile, la moneda, y todo el sector oriente. Haz hecho pésimo tú trabajo y es hora que asumas. Nos tenís chatos! #RenunciaPiñera #COVID19",['#RenunciaPiñera'],2020-04-13 03:53:30,
1254800333559287816,Edu_Leon_10,"Un compilado de lo que es realmente @Carabdechile
#PacosSicarios #PacosAsesinos #renunciapiñera #NiOrdenNiPatria #chileendictadura #RenunciaRozas #infelizdiapacoqlo https://t.co/9uBJXhDle5",['#RenunciaPiñera'],2020-04-27 15:51:27,
1250826095244595206,andyzukita,@RaulGodoyC @Gabriela0799 @ale_injoque @rod_herrera @Profesor2022 @El_Ciudadano @travesia77 @nicole_hevia @mirnaschindler @Na_Cabro @hectormorals @KenaLorenziniL Clarísimo. Cómo no van a mentir con todo del #Covid19Chile si todo lo q han construido ha sido en base a mentiras?? Y voy más allá de los partidos políticos #RenunciaPiñera @HintermaHo @renenaranjo @RobertoNRM @Guatonsalinas @bruffinelli @RSalinasCorona @rod_herrera @Rayenaraya,['#RenunciaPiñera'],2020-04-16 16:39:14,Los Angeles. California
1248660616367218690,barbara_takarai,Que hacen estos qlios sin mascarilla???? MULTA POR AWEONAOS! #CoronaVirusEnChile #COVIDー19 #COVIDー19Chile #RenunciaPiñera #RenunciaMañalich #NoALaVueltaAClases https://t.co/hSpc3yud5l,['#RenunciaPiñera'],2020-04-10 17:14:24,"Santiago, Chile"
1249775609217265673,m4mb4v3rd3_,#DestitucionSharp así como a estos fachos-esquizofrenicos le gusta alardear hagamos tendencia un clásico #RENUNCIAPIÑERA #RENUNCIAPIÑERACL,['#RenunciaPiñera'],2020-04-13 19:04:59,"Puente Alto, Chile"
1247167633868251141,Hector8782,"Mascarillas caseras con polera, elástico y corchetera.

Si no tiene elastico, use colaless o elastico slip 😁🙄

 #CuarentenaTotal #BuenosDiasTVN 

#coronovirus #QuedateEnCasa #covid19chile  #RenunciaMañalich #RenunciaPinera #Santiago https://t.co/8aNWF9N9HJ",[],2020-04-06 14:21:49,"Santiago, Chile"
1250780253485699072,Imnatiusakb_vym,"Las AFPs estan mas callados que bebe de 13 meses, millonarias perdidas que podrian ser destinadas a las familias de chile que de verdad necesitan SU dinero, #ElPeorGobiernoDeLaHistoria #RenunciaPiñera #RenunciaMañalich
#FueraLavinDeTV",['#RenunciaPiñera'],2020-04-16 13:37:05,
1245369861414563846,AguaParaChile3,"#AsambleaConstituyente Libre y Soberana
#QueSeVayanTODOS

Cada noche 21h y 22h #CACEROLAZO contra puñeta !!

#ChileDespertó
#RenunciaPiñera
#DestituciónAmañalich

#OperacionRenta2020
#NosMatanPorSerPobres

#ElPeorGobiernoDeLaHistoria jaime guzman
Johnny Herrera
#Libertad1Linea https://t.co/LnipHnXOeG",['#RenunciaPiñera'],2020-04-01 15:18:07,
1253408962088591361,RazaMundial,Recopilación Internet #209 - Estallido Social &amp; Coronavirus// Varios Artistas. // #chiledesperto #renunciapiñera #chile #graffiti #streetstyle #dignidad #yunasensualsoledad #estallidosocial  #plazadignidad… https://t.co/aN6GXXqQHT,['#RenunciaPiñera'],2020-04-23 19:42:38,Chile
1249412908980862988,verillo_oz,"A ESTO VINISTE A LA COMUNA @sebastianpinera A SEGUIR CON TUS PRÁCTICAS DICTATORIALES, TENEMOS DERECHO A MANIFESTAR LO MUCHO QUE TE ODIA EL PUEBLO HUMILDE DE ESTA DIGNA COMUNA!🤬 
#FueraDeCerroNavia
#ElPeorVirusEsPiñera 
#RenunciaPiñera 
#RenunciaPiñeraCTM https://t.co/jVF0Zyzxe7",['#RenunciaPiñera'],2020-04-12 19:03:45,SANTIAGO
1250574145500393474,opinionescl,unete a los que quieren un mundo mejor para nuestros hijos comparte la informacion y crea consciencia en tu familia. Donde va uno vamos todos  https://t.co/RaTYo1YSvi #NoMasONU #plazadignidad #RenunciaPiñera #COVIDー19Chile #ContigoCHV #Bienvenidos13,['#RenunciaPiñera'],2020-04-15 23:58:05,Chile
1248451826610921472,Cindynero,"Hoy recibí una llamada de banco estado para que me comunicara con ellos, imagino que tiene que ver con esto, los bancos están ofreciendo crédito como locos a los pymes. En vez de ayudarnos nos quieren endeudar, quien nos va a comprar si nadie tiene plata? #renunciapiñera https://t.co/f2OApZTQHi",['#RenunciaPiñera'],2020-04-10 03:24:45,Chile
1250593896796762112,Jackespeare,"¿ @sebastianpinera tb se verá afectado por las sanciones cuando no respetó la cuarentena y se sacó fotos en la plaza de la dignidad? La cuarentena es de la inmensa mayoría como dice, no de los lugares... O tb saldrá libre de esto????? #RenunciaPiñera",['#RenunciaPiñera'],2020-04-16 01:16:34,Santiago Chile
1251906775315632131,PABLOQUIONESMOR,"""Piñera""
¡Tu ""Estado de sitio"" No sirve sábado x la noche!

Fiestas y asados
Drogadictos zombis   
Delincuentes en las.esquinas   
Narcos disparando.
Fuegos artificiales.

#RenunciaPiñera",['#RenunciaPiñera'],2020-04-19 16:13:29,Santiago/Chile
1252051651697016832,__yoooooon,"""La fecha de vuelta a clases era el 27 de abril, ahora el plan gradual de vuelta a clases va a ser en mayo"" 
...
Seguro en tres días se va a terminar la pandemia, sacowea 🤣

#cadenanacional
#renunciapiñera",['#RenunciaPiñera'],2020-04-20 01:49:10,Chile
1249726384878084103,Bastias9,@PiensaPrensa @sebastianpinera #RenunciaPiñera represor,['#RenunciaPiñera'],2020-04-13 15:49:23,
1253706531650113537,YessiCabreraG,Arriba los que luchan ✊✊✊ #HastaQueLaDignidadSeHagaCostumbre #RenunciaPiñera https://t.co/plX1slE50V,['#RenunciaPiñera'],2020-04-24 15:25:04,chile
1247692310747512834,hero_of_time_m,"Menos aplausos, más insumos. Por una salud con dignidad para la gente.
#RenunciaPiñera #RenunciaMañalich",['#RenunciaPiñera'],2020-04-08 01:06:42,
1249486334680588294,HectorAnabalonz,🌊🌊🌊Al igual que al @GobiernodeChile criminal y empresarial de #RenunciaPiñera ...LE ENTRA AGUA POR TODOS LADOS💧💦💧 #AprueboNuevaConstitucion #Salud #Covid19Chile #felixbulnes https://t.co/ntGzhwCYdJ,['#RenunciaPiñera'],2020-04-12 23:55:31,Pedro Aguirre Cerda
1251329988617330693,pedfuent,"Chile se levantará pero por tu #RenunciaPiñera 
#serviciopubliconovuelve sin condiciones humanas minimas.. 
@CNNChile
 
@CHVNoticias
 
@biobio
 
@canal13
 
@LaRedTV
 
@TVN
 
@Mega @Cutchile @ColegioProfes https://t.co/ggBcs6u9Ji",['#RenunciaPiñera'],2020-04-18 02:01:32,
1246442738440077312,Sebasti15071986,"@sebastianpinera #renunciapiñera, maldito ctm!!!
#carcelparapiñera",['#RenunciaPiñera'],2020-04-04 14:21:21,
1252273934243938304,PatricioEug2,Así de vergonzoso se escucha el @GobiernodeChile ! #RenunciaPiñera #RenunciaMañalich https://t.co/wdSDFyWjCy,['#RenunciaPiñera'],2020-04-20 16:32:26,"Santiago, Chile"
1252764979096358912,mishab74,"El discípulo está superando al maestro, pero en hablar estupideces #Mañalich #RenunciaMañalich #RenunciaPiñera",['#RenunciaPiñera'],2020-04-22 01:03:40,Chile
1245168763743490048,thelastninja45,"@SoledadOnetto te pasaste pa ponerte la camiseta del payaso en La Moneda y peor, defendiendo al asesor nazi larroulet, sabes algo que no quieres que se sepa? Vergüenza deberias tener, periodismo vendido al poder...un asco...
#renunciapiñera #ChileViolatesHumanRights 
#Apruebo https://t.co/11sf6iqvGR",['#RenunciaPiñera'],2020-04-01 01:59:02,Chile S.A.
1249152013222514690,a_wistuba,"@nora18octubre @chilly0willy @Cconmemoria @OMdechile @guatonpunisher @Vyky65982964 @yoyaasecas @Negrotrotamundo Imbesil... #renunciapiñera 
Me tení arta eres el mas ignorante inhumano. Como pudiste nacer?",['#RenunciaPiñera'],2020-04-12 01:47:02,Valparaiso
1249680046995972098,AleSaavedraH,"Existe algo llsmado puesta en marcha, antes de una entrega. Pero a estos tarados no importan... #RenunciaPiñera #RenunciaMañalich https://t.co/5N6B9JalfY",['#RenunciaPiñera'],2020-04-13 12:45:15,
1246144211533135874,allychacana,"@MegafonoPopular #NoMasAFP ,no me quiero ni imaginar la cantidad de gente que esta esta pasando por esta situación,que rabia este sistema de mierda..#RenunciaPiñera ,fuera #blumelalacárcel  y por ultimo este saco wea #RenunciaMañalich ...",['#RenunciaPiñera'],2020-04-03 18:35:06,"Santiago, Chile"
1249729473739493377,perritosabio,"@meganoticiascl Claaaro ke va a decir ke eso... Pero ya lo hizo desafiando al estallido social...
#RenunciaPiñera",['#RenunciaPiñera'],2020-04-13 16:01:40,Santiago de CHILE
1245851850617880577,Marjorie_Acd,"Las prioridades del Gobierno Criminal de @sebastianpinerae.

#Coronavirus #RenunciaMañalich ##RenunciaPiñera

Fuente: https://t.co/AeFW3MSCT7",['#RenunciaPiñera'],2020-04-02 23:13:22,Copiapó
1251691879089025029,kwistaz,"""La Raja"" (léase con voz de Zabaleta)

#GobiernoCriminal
#ElPeorPresidenteDeLaHistoria 
#ElPeorGobiernoDeLaHistoria
#ChileDespertó
#RenunciaPiñera
#RenunciaMañalich https://t.co/p2JHeqkvrt",['#RenunciaPiñera'],2020-04-19 01:59:33,
1253921975845691392,felipeneos,"Las prioridades por el culo @sebastianpinera @albertoespina 
#Covid_19 #CoronaVirusEnChile
#RenunciaPiñera https://t.co/TAEpaxkkdt",['#RenunciaPiñera'],2020-04-25 05:41:10,"Santiago, Chile"
1246091008535920640,El_Duran4ever,"Que Rabia ver a 2  Senadores Amarillos dar su opinión en televisión abierta, siendo que vendieron sl pueblo con leyes represivas.
SOMOS ➕ 🤛🏻 🇨🇱 🤜🏻
#RENUNCIAPIÑERA
#NuevaConstitucionParaChile
#LibertadALosPresosPoliticos",['#RenunciaPiñera'],2020-04-03 15:03:42,"Santiago, Chile"
1254427007062020097,franpiaurrutia,💪💪💪💪👏👏👏👏👏👏👏👏👏👏👏 CALENTANDO MOTORES MUY BIEN 👏👏👏👏👏 SE TE VIENE EL PEOR VIRUS @sebastianpinera  @jmanalich @GobiernodeChile AFIRMATE LOS PANTALONES PIÑERA MARICON TE VA LLEGAR HASTA LAS MASAS #CuarentenaTotal #Estadillo #contodosinopaque #RenunciaPiñera https://t.co/qCzHwGRczy,['#RenunciaPiñera'],2020-04-26 15:07:59,
1252052036826419205,blopandres1,"Callate un rato viejo conchetumare. Inepto, mentiroso, chanta. #RenunciaPiñera #piñera",['#RenunciaPiñera'],2020-04-20 01:50:42,Chile
1252003653701054466,Flako_Tano,No seas pelotudo..... quédate en casa! #quedateencasa #renunciapiñera #renunciamañalich #cuarentena #covi̇d19 #chile #aislamiento https://t.co/QkCmwm9q76,['#RenunciaPiñera'],2020-04-19 22:38:26,Passapoga
1253688358490046465,kplacenciac,"@elchascas Hay cosas que solo ocurren en Chile y en EEUU... Terrible
#renunciapiñera
#QuédateEnCasa",['#RenunciaPiñera'],2020-04-24 14:12:51,Entre Comala y Macondo.
1254661547227516928,mirojjo,"https://t.co/84CaWax6SC

PIÑERA: LAGUERRA CONTRA CHILE

#RENUNCIAPIÑERA",['#RenunciaPiñera'],2020-04-27 06:39:58,
1252783923400187905,camijimenezo,"Estamos atravesando una crisis sanitaria donde el gobierno es el único ente que no es capaz de reconocer que vamos de mal en peor...
#RenunciaPiñera
#RenunciaMañalich",['#RenunciaPiñera'],2020-04-22 02:18:57,Chile
1245463406141939713,Jaimertaker,"#ElPeorPresidenteDeLaHistoria #FueraPiñera #RenunciaPiñera 
#ElPeorGobiernoDeLaHistoria #PiñeraRenuncia 
-#Piñera: Voy a sacar a los militares a la calle.
-Señora: Creó qué es una pésima idea.
-Piñera: Señora yo soy un pésimo Presidente. 
🇨🇱
#CoronavirusChile #ToqueDeQuedaChile https://t.co/8NfySAy86U",['#RenunciaPiñera'],2020-04-01 21:29:50,"Valparaíso, Chile"
